date,symbol,target_close,action,cash,shares,portfolio_value,buy_hold_value,predicted_action
2024-12-12 09:30:00,JFC,265.0,HOLD,107120.32255493374,0.0,107120.32255493374,110416.66666666667,HOLD
2024-12-13 09:30:00,JFC,260.0,HOLD,107120.32255493374,0.0,107120.32255493374,108333.33333333334,HOLD
2024-12-16 09:30:00,JFC,257.2,BUY,0.0,416.4864796070519,107120.32255493374,107166.66666666667,BUY
2024-12-17 09:30:00,JFC,260.0,BUY,0.0,416.4864796070519,108286.48469783348,108333.33333333334,BUY
2024-12-18 09:30:00,JFC,260.0,BUY,0.0,416.4864796070519,108286.48469783348,108333.33333333334,BUY
2024-12-19 09:30:00,JFC,256.0,HOLD,0.0,416.4864796070519,106620.53877940528,106666.66666666667,HOLD
2024-12-20 09:30:00,JFC,256.4,BUY,0.0,416.4864796070519,106787.13337124808,106833.33333333333,BUY
2024-12-23 09:30:00,JFC,268.2,HOLD,0.0,416.4864796070519,111701.67383061131,111750.0,HOLD
2024-12-26 09:30:00,JFC,262.8,SELL,109452.64684073324,0.0,109452.64684073324,109500.00000000001,SELL
2024-12-27 09:30:00,JFC,269.0,BUY,0.0,406.8871629767035,109452.64684073324,112083.33333333334,BUY
2025-01-02 09:30:00,JFC,268.0,SELL,109045.75967775653,0.0,109045.75967775653,111666.66666666667,SELL
2025-01-03 09:30:00,JFC,266.6,SELL,109045.75967775653,0.0,109045.75967775653,111083.33333333334,SELL
2025-01-06 09:30:00,JFC,261.0,HOLD,109045.75967775653,0.0,109045.75967775653,108750.0,HOLD
2025-01-07 09:30:00,JFC,264.0,BUY,0.0,413.052119991502,109045.75967775653,110000.0,BUY
2025-01-08 09:30:00,JFC,267.0,HOLD,0.0,413.052119991502,110284.91603773105,111250.0,HOLD
2025-01-09 09:30:00,JFC,264.6,HOLD,0.0,413.052119991502,109293.59094975145,110250.00000000001,HOLD
2025-01-10 09:30:00,JFC,262.4,HOLD,0.0,413.052119991502,108384.87628577012,109333.33333333333,HOLD
2025-01-13 09:30:00,JFC,255.0,HOLD,0.0,413.052119991502,105328.29059783301,106250.0,HOLD
2025-01-14 09:30:00,JFC,251.4,BUY,0.0,413.052119991502,103841.30296586361,104750.0,BUY
2025-01-15 09:30:00,JFC,251.4,BUY,0.0,413.052119991502,103841.30296586361,104750.0,BUY
2025-01-16 09:30:00,JFC,242.6,BUY,0.0,413.052119991502,100206.4443099384,101083.33333333333,BUY
2025-01-17 09:30:00,JFC,247.0,BUY,0.0,413.052119991502,102023.873637901,102916.66666666667,BUY
2025-01-20 09:30:00,JFC,247.0,BUY,0.0,413.052119991502,102023.873637901,102916.66666666667,BUY
2025-01-21 09:30:00,JFC,247.0,BUY,0.0,413.052119991502,102023.873637901,102916.66666666667,BUY
2025-01-22 09:30:00,JFC,245.0,BUY,0.0,413.052119991502,101197.76939791799,102083.33333333334,BUY
2025-01-23 09:30:00,JFC,248.6,BUY,0.0,413.052119991502,102684.7570298874,103583.33333333333,BUY
2025-01-24 09:30:00,JFC,247.6,BUY,0.0,413.052119991502,102271.7049098959,103166.66666666667,BUY
2025-01-27 09:30:00,JFC,238.2,BUY,0.0,413.052119991502,98389.01498197578,99250.0,BUY
2025-01-28 09:30:00,JFC,242.0,BUY,0.0,413.052119991502,99958.61303794349,100833.33333333334,BUY
2025-01-30 09:30:00,JFC,236.6,SELL,97728.13158998938,0.0,97728.13158998938,98583.33333333333,SELL
2025-01-31 09:30:00,JFC,222.0,BUY,0.0,440.21680896391615,97728.13158998938,92500.0,BUY
2025-02-03 09:30:00,JFC,226.0,BUY,0.0,440.21680896391615,99488.99882584505,94166.66666666667,BUY
2025-02-04 09:30:00,JFC,235.0,BUY,0.0,440.21680896391615,103450.9501065203,97916.66666666667,BUY
2025-02-05 09:30:00,JFC,244.6,SELL,107677.03147257389,0.0,107677.03147257389,101916.66666666667,SELL
2025-02-06 09:30:00,JFC,243.0,SELL,107677.03147257389,0.0,107677.03147257389,101250.0,SELL
2025-02-07 09:30:00,JFC,236.2,SELL,107677.03147257389,0.0,107677.03147257389,98416.66666666667,SELL
2025-02-10 09:30:00,JFC,232.6,BUY,0.0,462.92790830857217,107677.03147257389,96916.66666666667,BUY
